scraper_id;scraperUrl;name;photo;dob;dod;aged;nationality;activity;intro
1564481091-7034;https://prabook.com/web/search.html#pageNumber=137&nationality=United%20States&searchBy=text&id=;Robin Tunney;https://prabook.com/web/show-profile-photo-icon.jpg?id=722956;June 19, 1972;NA;NA;United States;actor;"Robin Jessica Tunney is an American actress. She is known for her role as Teresa Lisbon in the television series ""The Mentalist"", as well as starring in ""Prison Break"" and the movies ""The Craft"", ""End of Days"", and ""Vertical Limit"". Passenger ..."
1564481110-7155;https://prabook.com/web/search.html#pageNumber=131&nationality=United%20States&searchBy=text&id=;Tim Cook;https://prabook.com/web/show-profile-photo-icon.jpg?id=722969;November 1, 1960;NA;NA;United States;ceo;Tim Cook is an American business executive, the CEO of Apple Inc. Cook joined Apple in March 1998 as SVP of Worldwide Operations and also served as EVP of Worldwide Sales and Operations and was COO until he was named the CEO of Apple on August 24, ...
1564480000-1050;https://prabook.com/web/search.html#pageNumber=468&nationality=United%20States&searchBy=text&id=;Kayla Ewell;https://prabook.com/web/show-profile-photo-icon.jpg?id=722972;August 27, 1985;NA;NA;United States;actor,television and radio star;"Kayla Noelle Ewell is an American actress known for her roles on television as Caitlin Ramirez on CBS's long-running soap opera, ""The Bold and the Beautiful"", as Maureen Sampson on NBC's acclaimed ""Freaks and Geeks"", and as Vicki Donovan on The CW's ..."
1564480544-3931;https://prabook.com/web/search.html#pageNumber=308&nationality=United%20States&searchBy=text&id=;Thomas Dekker;https://prabook.com/web/show-profile-photo-icon.jpg?id=722973;December 28, 1987;NA;NA;United States;actor,musician,musician,producer,producer,singer;"Thomas Alexander Dekker is an American film and television actor and a musician. He is also a singer and has written and produced two albums. Dekker began acting at age six, when he received a minor role on ""Molodye i derzkie"" (1973). A year later he ..."
1564480963-6151;https://prabook.com/web/search.html#pageNumber=177&nationality=United%20States&searchBy=text&id=;William Leonard Roberts II;https://prabook.com/web/show-profile-photo-icon.jpg?id=722977;January 28, 1976;NA;NA;United States;ceo,rapper;After being signed to Suave House Records, former label for rap duo 8Ball & MJG, he eventually signed a deal with Slip-n-Slide Records, which has been under the Def Jam umbrella since 2006. While signed to Slip-n-Slide, Ross toured with fellow rapper ...
1564480003-1067;https://prabook.com/web/search.html#pageNumber=467&nationality=United%20States&searchBy=text&id=;Gwen Ifill;https://prabook.com/web/show-profile-photo-icon.jpg?id=722978;September 29, 1955;NA;NA;United States;journalist,television newscaster,television newscaster,writer;Distinguished journalist Gwen Ifill is of the most successful female African American news correspondents of all time, having worked for the Washington Post, The New York Times, NBC and PBS. She has moderated two vice presidential debates and received ...
1564479910-562;https://prabook.com/web/search.html#pageNumber=496&nationality=United%20States&searchBy=text&id=;Cameron Jibril Thomaz;https://prabook.com/web/show-profile-photo-icon.jpg?id=722980;September 8, 1987;NA;NA;United States;actor,singer,singer,writer,writer,rapper;His parents' military service caused him to move regularly: Khalifa lived in Germany, the United Kingdom, and Japan before settling in Pittsburgh where he attended Taylor Allderdice High School. Khalifa released his first mixtape, Prince of the City: ...
1564480276-2340;https://prabook.com/web/search.html#pageNumber=391&nationality=United%20States&searchBy=text&id=;Kristin Carlson Gore;https://prabook.com/web/show-profile-photo-icon.jpg?id=722981;June 5, 1977;NA;NA;United States;screenwriter,writer;Kristin Carlson Gore is an American author and screenwriter. She is the second daughter of Al Gore, the 45th Vice President of the United States. She has published 3 novels. Sammy’s Hill in 2004, Sammy’s House in 2007 and Sweet Jiminy in 2011.
1564480369-2825;https://prabook.com/web/search.html#pageNumber=362&nationality=United%20States&searchBy=text&id=;Albert Gore;https://prabook.com/web/show-profile-photo-icon.jpg?id=722983;December 26, 1907;December 5, 1998;90;United States;congressman,politician;"Albert Arnold ""Al"" Gore, Sr. was an American politician, serving as a U.S. Representative and a U.S. Senator for the Democratic Party from Tennessee. Gore served as a U.S. Representative and a U.S. Senator for the Democratic Party from Tennessee. Gore ..."
1564481030-6641;https://prabook.com/web/search.html#pageNumber=156&nationality=United%20States&searchBy=text&id=;Sean Anderson;https://prabook.com/web/show-profile-photo-icon.jpg?id=722984;March 25, 1988;NA;NA;United States;singer,writer,writer,rapper;"Sean Michael Anderson, known as Big Sean, is an American hip hop recording artist from Detroit, Michigan. Big Sean signed with Kanye West's GOOD Music in 2007, and then in 2008 signed with Def Jam Recordings. Big Sean is often heard saying "" west side ..."
1564480544-3916;https://prabook.com/web/search.html#pageNumber=308&nationality=United%20States&searchBy=text&id=;Sylvia Beach;https://prabook.com/web/show-profile-photo-icon.jpg?id=722985;March 14, 1887;October 5, 1962;75;United States;NA;Sylvia Beach, born Nancy Woodbridge Beach, was a American-born bookseller and publisher who lived most of her life in Paris, where she was one of the leading expatriate figures between World War I and II. While conducting some research at the ...
1564480179-1922;https://prabook.com/web/search.html#pageNumber=415&nationality=United%20States&searchBy=text&id=;Jonathan Smith;https://prabook.com/web/show-profile-photo-icon.jpg?id=722986;January 27, 1971;NA;NA;United States;actor,entrepreneur,entrepreneur,producer,producer,writer,writer,rapper,rapper,dj,dj,songwriter;Jonathan Smith, better known by his stage name Lil Jon, is an American rapper, record producer, entrepreneur, and international DJ who was a member of the group Lil Jon & The East Side Boyz. Lil Jon formed the group in 1997. He then went solo and ...
1564480003-1063;https://prabook.com/web/search.html#pageNumber=467&nationality=United%20States&searchBy=text&id=;Harry Harrison;https://prabook.com/web/show-profile-photo-icon.jpg?id=722987;March 12, 1925;August 15, 2012;87;United States;NA;Harry Max Harrison was an American science fiction (SF) author, best known for his character the Stainless Steel Rat and for his novel Make Room! Make Room! (1966). The latter was the rough basis for the motion picture Soylent Green (1973). Harrison ...
1564480605-4321;https://prabook.com/web/search.html#pageNumber=289&nationality=United%20States&searchBy=text&id=;Earl Stevens;https://prabook.com/web/show-profile-photo-icon.jpg?id=722989;November 15, 1967;NA;NA;United States;actor,ceo,ceo,entrepreneur,entrepreneur,investor,investor,rapper;American rapper, entrepreneur, and investor from Vallejo, California. He is a founding member of the rap group The Click, and the founder of Sick Wid It Records. He has released over ten albums, appeared on numerous movie soundtracks, and has also ...
1564480185-1986;https://prabook.com/web/search.html#pageNumber=413&nationality=United%20States&searchBy=text&id=;Niatia Kirkland;https://prabook.com/web/show-profile-photo-icon.jpg?id=722991;October 4, 1989;NA;NA;United States;singer,writer,writer,rapper;Niatia Jessica Kirkland, better known by her stage name Lil Mama, is an American hip hop recording artist. A rapper, singer-songwriter, dancer, and actress, Lil Mama was a talent show judge for seven seasons on America's Best Dance Crew. She was also ...
1564480176-1908;https://prabook.com/web/search.html#pageNumber=416&nationality=United%20States&searchBy=text&id=;Kitana Baker;https://prabook.com/web/show-profile-photo-icon.jpg?id=723001;July 15, 1977;NA;NA;United States;actor,model;"Kitana Baker is an American model and actress. She has appeared in numerous films, videos and television shows, and has worked for magazines such as E! and Playboy. She was first discovered in the ""Girl Next Door"" contest held by Playboy where she was ..."
1564481129-7270;https://prabook.com/web/search.html#pageNumber=125&nationality=United%20States&searchBy=text&id=;John Richard Dunne;https://prabook.com/web/show-profile-photo-icon.jpg?id=723006;January 28, 1930;NA;NA;United States;lawyer,politician;John Richard Dunne is a Republican politician and lawyer from Long Island, New York. Dunne was a major figure in New York Republican politics in the second half of the 20th century. He is best remembered for his twenty-three years in the State Senate ...
1564480401-3047;https://prabook.com/web/search.html#pageNumber=352&nationality=United%20States&searchBy=text&id=;Khandi Alexander;https://prabook.com/web/show-profile-photo-icon.jpg?id=723009;September 4, 1957;NA;NA;United States;actor,choreographer,choreographer,dancer;"Khandi Alexander is an American dancer, choreographer, and film and television actress. She is perhaps best known for the roles of Dr. Alexx Woods on ""CSI: Miami"" and as Catherine Duke on ""NewsRadio"". She is currently appearing in the HBO series ..."
1564480863-5536;https://prabook.com/web/search.html#pageNumber=208&nationality=United%20States&searchBy=text&id=;Amanda Bearse;https://prabook.com/web/show-profile-photo-icon.jpg?id=723010;August 9, 1958;NA;NA;United States;actor,director,director,comedienne;"Amanda Bearse is an American actress, director and comedienne best known for her role as wacky neighbor Marcy D'Arcy (formerly Marcy Rhoades) on ""Married... with Children"", a sitcom that ran in the United States between 1987 and 1997, and for her ..."
1564480960-6123;https://prabook.com/web/search.html#pageNumber=178&nationality=United%20States&searchBy=text&id=;Andrea Bendewald;https://prabook.com/web/show-profile-photo-icon.jpg?id=723011;March 4, 1970;NA;NA;United States;actor;"Andrea R. Bendewald is an American actress best known for her role as Maddy Piper on ""Suddenly Susan"". Bendewald graduated from Wright State University."
1564480947-6057;https://prabook.com/web/search.html#pageNumber=182&nationality=United%20States&searchBy=text&id=;Summer Bishil;https://prabook.com/web/show-profile-photo-icon.jpg?id=723012;July 17, 1988;NA;NA;United States;actor;"Summer Yasmine Bishil is an American actress. She first came to prominence for her role as Jasira in the 2007 film ""Towelhead"". She was chosen to portray Azula in the sequel to M. Night Shyamalan's film ""The Last Airbender"". Bishil started acting ..."
1564480000-1054;https://prabook.com/web/search.html#pageNumber=468&nationality=United%20States&searchBy=text&id=;Sue Carol;https://prabook.com/web/show-profile-photo-icon.jpg?id=723013;October 30, 1906;February 4, 1982;75;United States;actor,talent agent;Sue Carol (born Evelyn Lederer) was an American actress and talent agent. For her contribution to the motion picture industry, Sue Carol has a star on the Hollywood Walk of Fame at 1639 N. Vine Street. While at a social function in Los Angeles in ...
1564480502-3649;https://prabook.com/web/search.html#pageNumber=321&nationality=United%20States&searchBy=text&id=;Moon Bloodgood;https://prabook.com/web/show-profile-photo-icon.jpg?id=723015;September 20, 1975;NA;NA;United States;actor,model;"Korinna Moon Bloodgood is an American actress and model. She starred as Lt. Blair Williams in the film ""Terminator Salvation"" alongside Christian Bale and Sam Worthington. Bloodgood previously starred in the films ""Eight Below"" and ""Pathfinder"". She ..."
1564480022-1152;https://prabook.com/web/search.html#pageNumber=461&nationality=United%20States&searchBy=text&id=;Camilla Belle;https://prabook.com/web/show-profile-photo-icon.jpg?id=723016;October 2, 1986;NA;NA;United States;actor;"Camilla Belle is an American actress. Her works include ""When a Stranger Calls"", ""10,000 BC"", ""The Quiet"", ""Push"", and ""Breakaway"". She made her professional debut in a print ad at nine months. At the age of five she was cast as a lead in her first ..."
1564480541-3895;https://prabook.com/web/search.html#pageNumber=309&nationality=United%20States&searchBy=text&id=;Katy Perry;https://prabook.com/web/show-profile-photo-icon.jpg?id=723017;NA;NA;NA;United States;actor,songwriter;NA
1564480022-1150;https://prabook.com/web/search.html#pageNumber=461&nationality=United%20States&searchBy=text&id=;Sydney Poitier;https://prabook.com/web/show-profile-photo-icon.jpg?id=723022;November 15, 1973;NA;NA;United States;actor;Sydney Tamiia Poitier (born November 15, 1973) is an American actress known for her work on television. Sydney is the daughter of famous diplomat and Oscar-winning actor Sidney Poitier. She has worked with such esteemed directors as Quentin Tarantino, ...
1564480417-3133;https://prabook.com/web/search.html#pageNumber=347&nationality=United%20States&searchBy=text&id=;Jeb Bush;https://prabook.com/web/show-profile-photo-icon.jpg?id=723024;February 11, 1953;NA;NA;United States;governor,politician;"The younger brother of former President George W. Bush and the son of former President George W. H. Bush, John Ellis ""Jeb"" Bush. As a pro-life neoconservative, Bush isn't afraid to take heat for standing up for his convictions. Bush is rumored to be ..."
1564480385-2936;https://prabook.com/web/search.html#pageNumber=357&nationality=United%20States&searchBy=text&id=;Francis Fukuyama;https://prabook.com/web/show-profile-photo-icon.jpg?id=723046;October 27, 1952;NA;NA;United States;novelist;Yoshihiro Francis Fukuyama is an American political scientist, political economist, and author. Dr. Fukuyama has written widely on issues relating to democratization and international political economy. His book, The End of History and the Last Man, ...
1564481129-7273;https://prabook.com/web/search.html#pageNumber=125&nationality=United%20States&searchBy=text&id=;Norbert Wiener;https://prabook.com/web/show-profile-photo-icon.jpg?id=723052;November 26, 1894;March 18, 1964;69;United States;mathematician,professor,professor,scientist;Norbert Wiener was an American mathematician. He was Professor of Mathematics at MIT, an early researcher in stochastic and noise processes, contributing work relevant to electronic engineering, electronic communication, and control systems. He is ...
1564480385-2938;https://prabook.com/web/search.html#pageNumber=357&nationality=United%20States&searchBy=text&id=;Brian Welch;https://prabook.com/web/show-profile-photo-icon.jpg?id=723074;June 19, 1970;NA;NA;United States;musician,singer;a founding member of KoRn Barely out of high school, he helped found the controversial rock band Korn. The band became a grammy award winning, multi-platinum selling band, and quickly soared to the top of the music world while selling some 30 Million ...
1564480911-5838;https://prabook.com/web/search.html#pageNumber=193&nationality=United%20States&searchBy=text&id=;Reginald Arvizu;https://prabook.com/web/show-profile-photo-icon.jpg?id=723076;November 2, 1969;NA;NA;United States;musician;"Reginald ""Fieldy/Reggie"" Arvizu is the bass guitar player for the band Korn. Prior to Arvizu's time in Korn, he started the band L.A.P.D with Munky and David Silveria, who are also founding members of Korn, and Richard Morrel (another Bakersfield ..."
1564479907-543;https://prabook.com/web/search.html#pageNumber=497&nationality=United%20States&searchBy=text&id=;James Shaffer;https://prabook.com/web/show-profile-photo-icon.jpg?id=723077;June 6, 1970;NA;NA;United States;musician;"James Christian 'Munky' Shaffer is the guitarist for the nu metal band Korn (for which he has also provided live backing vocals). According to Korn's video ""Who Then Now?"", The nickname 'Munky' is a reference to his feet which resemble monkey's hands ..."
1564480560-4031;https://prabook.com/web/search.html#pageNumber=303&nationality=United%20States&searchBy=text&id=;Ray Luzier;https://prabook.com/web/show-profile-photo-icon.jpg?id=723078;June 14, 1970;NA;NA;United States;musician;Luzier returned as an instructor at Musicians Institute (1992–2001), where he taught rock-style drumming classes and gave private lessons.. Luzier is well known for his work with David Lee Roth, who he played drums for from 1997-2005. Luzier has also ...
1564481129-7276;https://prabook.com/web/search.html#pageNumber=125&nationality=United%20States&searchBy=text&id=;John Romero;https://prabook.com/web/show-profile-photo-icon.jpg?id=723082;October 28, 1967;NA;NA;United States;designer,programmer,programmer,video game developer;Director, designer, programmer, and developer in the video game industry. He is best known as a co-founder of id Software and was a designer for many of their games, including Wolfenstein 3D, Dangerous Dave, Doom and Quake. His game designs and ...
1564480433-3224;https://prabook.com/web/search.html#pageNumber=342&nationality=United%20States&searchBy=text&id=;Chad Gray;https://prabook.com/web/show-profile-photo-icon.jpg?id=723083;October 16, 1971;NA;NA;United States;singer;Gray is known both for his clean singing and trademark screams and growls. He occasionally performs on stage in gothic styled make-up. He quit his factory job that paid $40,000 a year to move to Peoria, Illinois and formed Mudvayne.. . Gray has made ...
1564480185-1975;https://prabook.com/web/search.html#pageNumber=413&nationality=United%20States&searchBy=text&id=;Jordan Mechner;https://prabook.com/web/show-profile-photo-icon.jpg?id=723087;June 4, 1964;NA;NA;United States;designer,filmmaker,filmmaker,screenwriter,screenwriter,writer;Mechner's first hit game was Karateka (1984), created on the Apple II while he was still an undergraduate at Yale University. His second game, Prince of Persia, was released in 1989. Mechner subsequently founded independent developer Smoking Car ...
1564481209-7836;https://prabook.com/web/search.html#pageNumber=100&nationality=United%20States&searchBy=text&id=;John Adams;https://prabook.com/web/show-profile-photo-icon.jpg?id=723090;July 11, 1767;February 23, 1848;80;United States;politician,president of state;John Quincy Adams was the first son of a former chief executive to also be elected president. Like John Adams, his father and the second U.S. president, John Quincy Adams served only one term and was neither a popular nor an effective chief executive.
1564480382-2904;https://prabook.com/web/search.html#pageNumber=358&nationality=United%20States&searchBy=text&id=;Ben Shalom Bernanke;https://prabook.com/web/show-profile-photo-icon.jpg?id=723144;December 13, 1953;NA;NA;United States;economist;Ben Shalom Bernanke is an American economist and former chairman of the Federal Reserve, the central bank of the United States. During his tenure as chairman, Bernanke has overseen the Federal Reserve's response to the late-2000s financial crisis.
1564480012-1109;https://prabook.com/web/search.html#pageNumber=464&nationality=United%20States&searchBy=text&id=;David Kay;https://prabook.com/web/show-profile-photo-icon.jpg?id=723411;1940;NA;NA;United States;NA;Dr. David A. Kay is best known for heading the Iraq Survey Group and acting as a Weapons inspector in Iraq after the 2003 U.S. invasion. Kay worked as the UN Chief Weapons Inspector from 1991 to 1992. Following that, he was Vice President of Science ...
1564480453-3347;https://prabook.com/web/search.html#pageNumber=336&nationality=United%20States&searchBy=text&id=;Anne Osborn;https://prabook.com/web/show-profile-photo-icon.jpg?id=723440;February 12, 1934;NA;NA;United States;economist, professor of international economics,professor of international economics;Anne Osborn Krueger is an American economist and was the former World Bank Chief Economist from 1982 to 1986 and the First Deputy Managing Director of the International Monetary Fund (IMF) from 2001 to 2006. She is currently professor of International ...
1564480943-6037;https://prabook.com/web/search.html#pageNumber=183&nationality=United%20States&searchBy=text&id=;Leonid Kantorovich;https://prabook.com/web/show-profile-photo-icon.jpg?id=723451;January 19, 1912;April 7, 1986;74;United States;economist,economist, mathematician;Leonid Vitaliyevich Kantorovich (19 January 1912 – 7 April 1986) was a Soviet mathematician and economist, known for his theory and development of techniques for the optimal allocation of resources. He was the winner of the Nobel Prize in Economics in ...
1564480189-2012;https://prabook.com/web/search.html#pageNumber=412&nationality=United%20States&searchBy=text&id=;Robert Emerson Lucas Jr.;https://prabook.com/web/show-profile-photo-icon.jpg?id=723535;September 15, 1937;NA;NA;United States;economist;"American economist;. Nobel prize winner in Economic Sciences;. well-known for his contribution into The Theory of Rational Expectations, Lucas critique, Neutrality of money. In 1963 Richard Cyert, the Dean of the Graduate School of Industrial ..."
1564480950-6075;https://prabook.com/web/search.html#pageNumber=181&nationality=United%20States&searchBy=text&id=;Alvin Roth;https://prabook.com/web/show-profile-photo-icon.jpg?id=723537;September 19, 1951;NA;NA;United States;economist;Alvin Elliot Roth is an American economist. Alvin Roth is currently a visiting professor at Stanford University as well as George Gund Professor of Economics and Business Administration (on leave) at Harvard Business School.. Roth has worked in the ...
1564480388-2949;https://prabook.com/web/search.html#pageNumber=356&nationality=United%20States&searchBy=text&id=;Alvin Hansen;https://prabook.com/web/show-profile-photo-icon.jpg?id=723541;August 23, 1887;June 6, 1975;87;United States;economist;Alvin Hansen, often referred to as «the American Keynes», helped to formalize many of Keynes’ ideas and was an active supporter of fiscal policy. He had much to say about international monetary policy and contributed to the creation of the ...
1564480554-3995;https://prabook.com/web/search.html#pageNumber=305&nationality=United%20States&searchBy=text&id=;Clarence Edwin Ayres;https://prabook.com/web/show-profile-photo-icon.jpg?id=723620;May 6, 1891;July 24, 1972;81;United States;economist,philosopher,philosopher,social critic;Clarence Edwin Ayres (May 6, 1891 – July 24, 1972) was the principal thinker in the Texas school of Institutional Economics, during the middle of the 20th century.
1564479910-568;https://prabook.com/web/search.html#pageNumber=496&nationality=United%20States&searchBy=text&id=;Jim Yong Kim;https://prabook.com/web/show-profile-photo-icon.jpg?id=723676;December 8, 1959;NA;NA;United States;NA;Jim Yong Kim is a Korean-American physician and anthropologist who has been the 12th President of the World Bank. He was co-founder and executive director of the NGO Partners in Health. He is actively involved in a variety of sports, including ...
1564480032-1194;https://prabook.com/web/search.html#pageNumber=458&nationality=United%20States&searchBy=text&id=;William Easterly;https://prabook.com/web/show-profile-photo-icon.jpg?id=723738;September 7, 1957;NA;NA;United States;NA;William Easterly is an American economist. William Easterly is Professor of Economics at New York University and Co-director of the NYU Development Research Institute. He is the author of two books, which are dedicated to the theory of economic ...
1564480992-6365;https://prabook.com/web/search.html#pageNumber=168&nationality=United%20States&searchBy=text&id=;Robert Barro;https://prabook.com/web/show-profile-photo-icon.jpg?id=723745;September 28, 1944;NA;NA;United States;economist,macroeconomist,macroeconomist,professor;"Robert Joseph Barro is an American classical macroeconomist. Barro graduated with a B.S. in physics from the California Institute of Technology in 1965, where he learned under Richard Feynman, but realized he ""wouldn't be close to the top in those ..."
1564480032-1198;https://prabook.com/web/search.html#pageNumber=458&nationality=United%20States&searchBy=text&id=;Michael Woodford;https://prabook.com/web/show-profile-photo-icon.jpg?id=723756;1955;NA;NA;United States;macroeconomics,monetary policy;NA
1564480918-5878;https://prabook.com/web/search.html#pageNumber=191&nationality=United%20States&searchBy=text&id=;Edward Prescott;https://prabook.com/web/show-profile-photo-icon.jpg?id=723815;December 26, 1940;NA;NA;United States;economist,professor;Edward C. Prescott is an American economist and professor. From 1966 to 1971, Prescott taught at the University of Pennsylvania. He then returned to Carnegie Mellon until 1980, when he moved to the University of Minnesota, where he taught until 2003.
1564480963-6143;https://prabook.com/web/search.html#pageNumber=177&nationality=United%20States&searchBy=text&id=;Edward Chamberlin;https://prabook.com/web/show-profile-photo-icon.jpg?id=723818;May 18, 1899;July 16, 1967;68;United States;economist;Edward Hastings Chamberlin was an American economist. He was a head of the economics department at Harvard University (1939-1943), this department included such outstanding economists as Wassily Leontief, Alvin Hansen, Joseph Schumpeter. In 1948?1958 ...
1564480509-3710;https://prabook.com/web/search.html#pageNumber=319&nationality=United%20States&searchBy=text&id=;John Clark;https://prabook.com/web/show-profile-photo-icon.jpg?id=723852;January 26, 1847;March 21, 1938;91;United States;economist;John Bates Clark was the first economic theorist from the United States to achieve an international reputation. He was one of the pioneers of the marginalist revolution and opponent to the Institutionalist school of economics, and spent most of his ...
1564480327-2566;https://prabook.com/web/search.html#pageNumber=375&nationality=United%20States&searchBy=text&id=;Joseph Biden Jr.;https://prabook.com/web/show-profile-photo-icon.jpg?id=723896;November 20, 1942;NA;NA;United States;lawyer,politician,politician,vice president;"Joseph Robinette ""Joe"" Biden, Jr. is an American politician. Biden graduated from the University of Delaware and Syracuse Law School and served on the New Castle County Council. Then, at age 29, he became one of the youngest people ever elected to ..."
1564481133-7318;https://prabook.com/web/search.html#pageNumber=124&nationality=United%20States&searchBy=text&id=;Peter Arthur Diamond;https://prabook.com/web/show-profile-photo-icon.jpg?id=723901;April 29, 1940;NA;NA;United States;economist,professor;Peter Arthur DIAMOND was an economist in the field of General Economic Theory. Assistant Professor, Acting Association Professor, University California Berkeley, 1963-1965, 1965-1966. Overseas Fellow, Churchill College Cambridge, 1965-1966.
1564480895-5731;https://prabook.com/web/search.html#pageNumber=198&nationality=United%20States&searchBy=text&id=;J. Ernest Wilkins;https://prabook.com/web/show-profile-photo-icon.jpg?id=724003;February 1, 1894;January 19, 1959;64;United States;lawyer,labour leader,labour leader,undersecretary of labour;Jesse Ernest Wilkins, Sr. (February 1, 1894 – January 19, 1959) was a notable African American lawyer, labor leader and undersecretary in the Eisenhower administration. From 1954 to 1957, Wilkins served as U.S. representative on the governing body of ...
1564481136-7323;https://prabook.com/web/search.html#pageNumber=123&nationality=United%20States&searchBy=text&id=;Christopher Evans;https://prabook.com/web/show-profile-photo-icon.jpg?id=724208;June 13, 1981;NA;NA;United States;actor;Christopher Robert Evans is an American actor. Filmography: 2000 - The Newcomers - Judd 2000 - Opposite Sex - Cary Baston 2000 - The Fugitive - Zack Lardner 2001 - Boston Public - Neil Mavromates 2001 - Not Another Teen Movie - Jake Wyler 2002 – ...
1564480583-4186;https://prabook.com/web/search.html#pageNumber=296&nationality=United%20States&searchBy=text&id=;Tsung-Dao Lee;https://prabook.com/web/show-profile-photo-icon.jpg?id=724215;November 24, 1926;NA;NA;United States;physicist;Tsung-Dao Lee is a Chinese American physicist who did work on high energy particle physics, symmetry principles, and statistical mechanics, parity violation, the Lee Model, relativistic heavy ion physics, nontopological solitons and soliton stars.Now ...
1564480395-3002;https://prabook.com/web/search.html#pageNumber=354&nationality=United%20States&searchBy=text&id=;Steven Chu;https://prabook.com/web/show-profile-photo-icon.jpg?id=724218;February 28, 1948;NA;NA;United States;physicist,politician;He was a member of the technical staff at Bell Telephone Laboratories ( 1976 -- 8 ) and head of the quantum electronics and research department of AT & T Bell Laboratories ( 1983 -- 7 ) before becoming a physics professor at Stanford... He has made ...
1564480879-5627;https://prabook.com/web/search.html#pageNumber=203&nationality=United%20States&searchBy=text&id=;Tim Stapleton;https://prabook.com/web/show-profile-photo-icon.jpg?id=724220;July 19, 1982;NA;NA;United States;hockey player;Timothy Gabriel Stapleton is an American professional ice hockey center who is currently playing for HC Dinamo Minsk of the Kontinental Hockey League (KHL). Undrafted, Stapleton played for two seasons with the Green Bay Gamblers of the USHL. Stapleton ...
1564480016-1125;https://prabook.com/web/search.html#pageNumber=463&nationality=United%20States&searchBy=text&id=;Jacqueline Kennedy;https://prabook.com/web/show-profile-photo-icon.jpg?id=724228;July 28, 1929;May 19, 1994;64;United States;first lady of the united states,president's wife;Jacqueline Kennedy was the wife of the 35th President of the United States, John F. Kennedy, and First Lady of the United States until her husband's assassination. For the final two decades of her life, Jacqueline Kennedy Onassis had a career as a ...
1564480035-1210;https://prabook.com/web/search.html#pageNumber=457&nationality=United%20States&searchBy=text&id=;Erik Maksin;https://prabook.com/web/show-profile-photo-icon.jpg?id=724513;December 12, 1950;NA;NA;United States;NA;"In 2007 Erik Maksin is Nobel laureate in economics recognized with Leonid Hurwicz and Roger Myerson ""for having laid the foundations of mechanism design theory"". In 1976, after earning his doctorate, Maskin become a research fellow at Jesus College, ..."
1564480637-4490;https://prabook.com/web/search.html#pageNumber=279&nationality=United%20States&searchBy=text&id=;Diane Sawyer;https://prabook.com/web/show-profile-photo-icon.jpg?id=724518;December 22, 1945;NA;NA;United States;news anchor,television journalist;As the first female correspondent on 60 Minutes and the anchor of ABC World News, Diane Sawyer has blazed a path for women in broadcast journalism. After Sawyer approached a local TV station for a job, her Junior Miss crown came in handy. The locals ...
1564480512-3713;https://prabook.com/web/search.html#pageNumber=318&nationality=United%20States&searchBy=text&id=;Persis Albee;https://prabook.com/web/show-profile-photo-icon.jpg?id=724520;May 30, 1836;December 7, 1914;78;United States;sailor,businesswoman;"Persis was a dealer in holiday goods, household goods and ladies' furnishings; a Sunday school teacher and President of the Winchester Literary Guild. Persis Albee was a dealer in holiday goods, household goods and ladies' furnishings in her own ..."
1564480449-3320;https://prabook.com/web/search.html#pageNumber=337&nationality=United%20States&searchBy=text&id=;Armas Clifford Markkula;https://prabook.com/web/show-profile-photo-icon.jpg?id=724594;February 11, 1942;NA;NA;United States;investments,venture capitalist,venture capitalist,enterpeneurship;"Armas Clifford ""Mike"" Markkula has distinguished himself as an entrepreneur, innovator, and engineer. He played a key role in the founding and growth of Apple Computer, having served as an early investor, adviser, and chief executive officer. Through ..."
1564480663-4607;https://prabook.com/web/search.html#pageNumber=271&nationality=United%20States&searchBy=text&id=;Marcus Loew;https://prabook.com/web/show-profile-photo-icon.jpg?id=724615;May 7, 1870;September 5, 1927;57;United States;business magnate;Marcus Loew was an American business magnate and a pioneer of the motion picture industry who formed Loews Theatres and Metro-Goldwyn-Mayer (MGM). After quitting school, Loew sold newspapers and lemons on the street, worked like a dog in an industrial ...
1564481034-6647;https://prabook.com/web/search.html#pageNumber=155&nationality=United%20States&searchBy=text&id=;James Markusen;https://prabook.com/web/show-profile-photo-icon.jpg?id=724738;1950;NA;NA;United States;economist,finance writer;Professor of economics at the University of Colorado at Boulder. Principal interests are in the field of international trade. His research for the last 25 years has concentrated on the location, production, and welfare effects of large-scale firms and ...
1564480934-5986;https://prabook.com/web/search.html#pageNumber=186&nationality=United%20States&searchBy=text&id=;Irvin Yalom;https://prabook.com/web/show-profile-photo-icon.jpg?id=724742;June 13, 1931;NA;NA;United States;psychiatrist;Irvin Yalom is one of the best known, most widely-read and most influential psychiatrists in the contemporary world. Through his many books, which are accessible to ordinary readers as well as illuminating for psychotherapists, he has provided a guide ...
1564480446-3296;https://prabook.com/web/search.html#pageNumber=338&nationality=United%20States&searchBy=text&id=;Andre Agassi;https://prabook.com/web/show-profile-photo-icon.jpg?id=724773;April 29, 1970;NA;NA;United States;tennis player;Andre Agassi is one of the greatest players ever to have held a tennis racquet. His unconventional looks allied with his exquisite stroke play made him an instant hit with fans worldwide. He had one of the best service returns ever. He has won all the ...
